Doctor,Reviews
"Dr. Ganapathi Gottumukkala, MD","['There will never be another! In it for humanity. Everyone loves Dr. G!!!

Has been my doctor for over 30 years. He’s the BEST!!!!

Dr. G. is one of the Best Doctors I have ever seen in my life time. He has been my Doctor since 1998. Extremely intelligent, kind, patient, caring, goes beyond the call of any duty!!! They broke the mold after he was made!!  Truly cares about his patients and their well being, not the politics of medicine that exists in the care system today..                   Sharon Jensen in New Lenox

Dr. G is and his staff are simply the best.  He takes his time and listens to all your concerns.  He is an excellent doctor and great person.\nMary is also a kind compassionate nurse who always goes the extra step for you.

Dr. G is the best.  He spends so much time with me and tries to find solutions to my medical issues.  He is definitely a 5 star physician.

I have been seeing Dr. G since I was a kid - for over 20 years. He is the best! He takes a wholistic approach and is always patient and kind. I trust him 100% with my health. His staff is also fantastic. Highly recommend!', ""I've been going to Dr. G. Since he first started practicing. My mom selected him because he was a resident at the hospital where she was nursing and she liked him. I am 41 years old and still see Dr. G. He also sees my mom, my dad and now my husband. My husband dislikes going to the doctor and he loves Dr. G as well.  Dr. G has the best bedside manner in the world and does anything and everything he can to support his patients and put them at ease. I always have a ton of questions and concerns and Dr. G answers every single one and never rushes me. He's like a trustworthy uncle who you can confide in and who will take care of you. I absolutely trust him completely and I adore him."", ""Ditto to all the above reviews!  Dr. G is the best doctor we have ever gone to. He is very compassionate and is sincerely concerned with his patient's health.   We have been going to him for years and we thank Jesus that He blessed us with Dr. G. to take care of our health needs.  We have referred Dr. G. to others and they are grateful we did."", ""Absolute best primary care Dr. I have ever seen .  I have been a nurse for 20 years so I have been privy to working with many PMD's . His bedside manner is amazing , listens to you and takes every minute of your appointment time with no rushing."", 'Doctor spends a lot of time of with his patients, listening and explaining. He truly cares! He doesn’t order unnecessary tests and rather than treat issues with pills he tries to find the cause of the issue to determine the best course of treatment. It is easy to get an appointment to see him and you don’t wait long when you get to his office. He was my doctor for almost 25 years and I only stopped seeing him when I moved out of state. I highly recommend Dr. Gottumukkala.

Dr. G is a wonderful doctor that is very attentive and kind. When you have an appointment,  you do not feel like he is trying to get out of the room to get to his next patient. He makes you feel like your issues or concerns are at the forefront of his mind and he is always working on a solution to make things better.   He seems very knowledgeable in many different areas of practice.  I would recommend him to any of my friends or family!  I would also like to say that his staff are all very kind.

Dr. Gottumukkala is kind, thorough, detailed, knowledgeable and compassionate.  Listens carefully and is thorough in giving time and explanations.  

I have been going to Dr. G for over 20 years. He is also my daughter’s doctor and have been caring for her since she was a little girl. Dr. G is an excellent doctor and family friend. He takes the time to sit down with you to go over your health issues. He is personable and truly cares. ', ""Dr. G is the most wonderful hands on person.  He cares very personally for each patient. After about 20 yrs. we can't say enough."", ""My husband and I have been patients of Dr. G. for about 20 years.  We have received excellent care from him throughout all of these years. He is very patient, thorough in his explanations and never makes us feel rushed.  His office staff is excellent and have been with him a long time.  When choosing a health plan, What plans does Dr. G. accept? is our first question.  We won't consider any others."", 'I have been a patient of Dr. Gottumakkula for over 20 years, my entire family has been.  He has great bedside manner and keeps his health conversations honest.  I believe he is in a business that no longer recognizes these attributes that are very important to patients.  As long as he will see me, I will be there.  Of course the way healthcare is structured I might not always be able to align with Dr. G.  Hoping so tho!

Very smart, tells you in great detail about your health.']"
,
"Angela Chumley, FNP","['Angela provides excellent care when you come in for a visit. If she doesn’t know an answer to your questions. she will\nFind out.

Very knowledgeable and professional !

I always recommend Angela Chumley. Her staff is alway professional and very pleasant! They always help me and address any needs I have.

In all my 62 years of life, I can honestly say that  Angela is the BEST !  She is always genuinely caring & attentive to my every concern.  She always treats us like family.  I would and DO recommend her to all my friends & family!

Had a routine follow up with Angela.  She’s the best!  She listens to her patients and actually cares about their wellbeing.

Love having Angela as mine & my daughter’s provider.  She listens to any & all concerns, takes the time necessary to ensure all problems are addressed.  She never makes you feel like she is rushed to move on to the next patient.

Angela is always so compassionate and kind!!!!\nShe treats you like your her only patient!! Always takes extra time with you!!! You can talk with her about any issues you have. \nShe gives such great advise! ??

This facility has always been very helpful. I like when I go there Angela takes the time to listen. I can honestly say she loves her patients, and is very good at what she does. The whole staff is very friendly. Been going there for years and will not go anywhere else.

A knowledgeable , understanding and caring person. Does what she can to help her patients who struggle with issues. I am blessed to have found her.

My family has been seeing Angela for years.  My son has a complicated medical situation that she follows closely.  I am always pleased with the time she spends with all of us and the prompt response I always get from any inquiries.

Angela Chumley is the best in our area. I would not go any were else. I would give her 10 stars.

I would highly recommend her to everyone.  I have faith in her ability to treat me as well as an MD would. \nShe is very knowledgeable and very caring and professional. 

Angela is kind and straightforward with you, also she listens to what you have to say.

I had an excellent visit with Dr. Chimney!  She is very attentive, listened to my problems and helped me form a plan of attack for treatment.  5 stars!', ""Everytime I've visited Dr. Angela she has cared and listened to everything I've said. I've been with Dr. Angela since Dr. Decker was here (which has been a long time)"", 'Great Visit!  I feel like I am under good care when Angela Chumley examines me.

Super

On my last visit, I had questions about the over counter sinus medicine I was taking.   Angela looked it up to see if I could take it with my allergy medicine.  Whenever I have any questions she takes the time to listen to me.

She is the best. Angela is very knowledgeable and makes you feel comfortable sharing health issues.  

Angela Chumley  is an awesome Nurse Practitioner.  I had been a patient of hers for several years.  When I changed insurance, they did not accept my insurance.  As soon as I was able to return to this practice I was thrilled.  She is very thorough and explains everything in detail.  I know I am in good hands when I use her.  She is the best I have ever been to.  ']"
,
"Dr. Kimberlee Shaw, MD","['Know her patients Seen to remember the small things about you. Knowledgeable

Always a pleasant visit Dr Shaw and Amy are the best

Dr Shaw is so wonderful. She is so caring and always listens to our concerns.

Dr. Shaw and the whole staff are always the best! I have been going to them for 26 years and won’t go anywhere else!

My Visit to Dr Shaw is always friendly and satisfying. Staff are very cordial and professional.

Such a wonderful practice filled with caring people.

Always appreciate time spent with Dr Shaw What a jewel

Very thorough and caring. Always makes me laugh and feel at ease.', ""The staff are very friendly and helpful! I always feel welcomed when I enter the office. Dr. Shaw is amazing! She's down to earth, and she always listens to my concerns. I never feel rushed."", 'The staff is always very friendly and accommodating. Dr. Shaw is the best.', ""Everyone is extremely nice. Dr Shaw treats you like you are her only patient. Amy is a great nursing asst and always helpful in getting a question answered if Dr Shaw isn't available. A for her practice."", 'Staff was friendly and efficient. Little wait time in waiting room and examination room. Dr. Shaw provided a through exam and included questions concerning personal action and feelings. The exam was not rushed but a concerned discussion between patient and doctor.\t

Very friendly front the front receptionist desk to the check out area. Kimberly Shaw is the best doctor I have ever had!

Very good experience as always !!!

I really like Dr Shaw. I feel like we connect and she gets me and knows what I need. The nurse was nice, friendly and attentive. The lab tech was superb. I didn&rsquo;t even fill the stick. It is wonderful being able to schedule your next appointment now while checking out from your current exam.\t

Dr. Shaw is excellent and provides great health care.\t

Dr. Shaw is a wonderful doctor. I am very comfortable with her and feel free to ask her ang questions I have about my health or medications. I never feel rushed when speaking to her. She always explains answers to my questions in a way I can understand them.\t

I was not waiting long before called to the examining room. I was very pleased with my examination and results. Dr Shaw gives sincere personal interest to her patients as individuals. I&rsquo;m very pleased to entrust her with my healthcare.\t

I got in on time and the nurse was fine. Dr. Shaw came in and we got the exam over with and all when good.\t

Both Dr. Shaw and nurse Amy spent time to make sure I received a thorough exam and followed up on lab results. All of our family (my parents in their 80’s to my spouse and me to our 5 year old son) get wonderful care from this provider.\t']"
,
"Dr. Angel Miller, DO","['Dr. Miller is an excellent doctor. She listens well and gives attention to your issues.', ""She listens well and explains in easy-to-understand terms about what's happening with you. She takes her time and doesn't rush. I definitely recommend her as a healthcare provider."", 'Engaging

Dr. Miller  is very  warm, caring and attentive.  She listens to  your concerns and responds in a manner that you can understand.  She is genuinely concerned about her patients well being.  Would definitely recommend her to others!!

Dr. Miller is personable and has great bedside manner. I feel comfortable with her because she genuinely cares.

Dr. Miller is very attentive and thorough and listened to all my concerns and made me feel like they were valid. Not dismissive or lazy like most doctors I have encountered. She asked good questions to pursue true root cause analysis. She is a keeper!

Dr. Miller was extremely caring and cmpassionate.  I did not feel like a number.

Follow up on recent diagnosis to talk about progress.

Dr. Miller is my new PCP. I ask around decided to meet her and was impressed. She took time to listen to my questions. Her answers were easy to understand.

I love how she was not judge-mental at all and she was very receptive to how I was feeling.

Great', ""What differentiates my experience with Dr. Miller from other doctors I've been to, is that Dr. Miller seems to genuinely care about me as a whole person. She makes it clear that she wants to help get to the root of the issues and look at my wellness in the big picture as well as the details. Would definitely recommend her to friends and family."", 'When faced with a difficult chronic diagnosis, Dr. Miller has truly listened to me, and helped take what felt like an overwhelming debilitating illness to something that is becoming more manageable. Dr. Miller is wholeheartedly engaged in providing the best care for her patients. I feel confident in Dr. Miller’s knowledge and direction. She has become a vital member of my care team.

She listened thoroughly and intently. She made sure to cover every angle of my issue and addressed all my concerns. She truly lives up to her name.

Dr. Miller is absolutely amazing. She has an extremely warm personality that makes you feel so comfortable. She’s thorough, knowledgeable, and always makes you feel important and at ease. Highly recommend her to anyone!

As always everyone was professional and took proper precautions to make sure everyone was safe and prevent contamination.  Dr Miller is excellent, communicates well, does not speak to you using medical terms that you may not understand. Dr Miller takes the time to make sure you understand her diagnosis and how she plans to treat the issue. Her follow through is excellent.

Love her! She takes her time, really listens, and doesn’t make me feel rushed at all! She cares

Dr Miller is personable, easy to relate to and a very thorough physician. I’ve been looking for awhile so I know a keeper.

Dr Miller is great!  Extremely caring, attentive  to your concerns. I would highly recommend her.  Wonderful bedside manner And very thorough!!

I have been going to Dr. Miller for a little over a year. Dr. Miller has always treated me with utmost dignity, respect and care. Dr. Miller has always been attentive to my concerns and or inquiries, and also in some instances, referred me to specialists to address further medical concerns. I highly would recommend Dr. Miller for person/s seeking new, physician; as her expertise and professional conduct goes beyond excellence!']"
,
"Alexandra Owens, PA-C","['Dr. Owens exceeded my expectations of a PA. I haven’t visited a primary doctors in years based on poor experiences, so I am really pleased to have someone who listens and is patient.

My husband and I love Alex! Every time we come in she is attentive, caring, and knowledgeable.

She has always been ready to answer any question or concern I have.  I feel \nvery comfortable with the service she gives me.

The visit went very well . There was hardly any wait time and everyone was very professional and friendly

I’ve been going to Dr. Owens for several years now.  She is consistently on time for each appointment, I never have to wait.  She is always very open and honest.  She makes me feel like she honestly cares and always takes her time with me.  I never feel rushed or that I am inconveniencing her.  I would highly recommend her!!!

Friendly, very knowledgable, easy to talk to

I always have a great experience with Ms Owens. She always takes time with you and doesn’t ever seem like she is rushed. She is thorough and very professional with a great bedside manner. The whole office is wonderful.

Alex Owens is not only professional, but makes you feel like family. You never feel rushed, and she answers all your concerns with compassion. She is a true gem!

Dr. Owens and the staff are very professional. You are never rushed and they make you feel like they really care about you. I have never called the office for an appointment and not seen in 24 hours. Great Bedside manners.

Alexandra Owen was excellent and assisting me with my medical need.  She was very concern, understanding and communicated easily.

I think Alex does an amazing job as a Physician Assistant. She really gets to know you, listen to you and generally cares about you. I would recommend her to everyone.', ""I always have a great visit at this doctor's office, beginning with the front office staff. Everyone is warm and courteous, I've never been rushed, and the entire staff is very professional and competent. It is a very clean and calm environment. They can always fit me in for an appointment quickly, and I've never had to wait long in the waiting room, they are very prompt. I've been seen by Alexandra Owens several times over the past 2 years and she is a wonderful listener and has great bedside manner, I feel like my health concerns are important to her and the nurses I've spoken with.  I would recommend going to this practice to anyone I know, they are at the top of their game and I feel like my health is in very capable hands whenever I visit."", 'As always I feel that the care that I receive from Alexandra Owens is very thorough.  She answers all my questions and explains diagnosis.  I have great faith in her handling my medical needs.

Dr. Owens was very professional & concerned about my health. I would definitely recommend this Dr. Owens.

Very professional and pleasant', ""Dr Owens is THE BEST! She actually listens, cares, and is extremely helpful. I am sooo glad that I found her. I'm having the rest of my family switch to her (from a different place)."", 'I usually get very nervous going to the doctor, but since I started seeing Alexandra Owen, I have become much more relaxed. She listens to my complaints and takes her time and do a thorough examination.  The nurse/nursing assistant is also very attentive and does a very good job with vital signs. Not forgetting the receptionist, they very friendly and professional.

Great

This was my first time with the group.  Did not wait long.  Had a positive visit

I had a great day at the doctors office. She was very knowledgeable about what was going on. I would recommend her for a doctor']"
,
"Codi Jones, NP","['Such a great doctor first, listens to your concerns and does not rush you. Friendly and a big smile to great you.

Dr Codi and her staff are excellent. Always take care of your needs as if you are family, not just a patient.  After departing the office, I always feel my needs were meet with a caring professional manner.

Saw Codi for my annual physical. As usual, a good visit. She always takes an extra few minutes to explain my blood work results. When the numbers are bad she explains the limits and gives examples of behaviors that contribute to those poor results. She also explains why the good results are good. That is the difference. Codi explains all the results good and bad. So many medical professionals skip the good stuff and focus on the bad to save time.\nCodi is personable and upbeat. I am not a fan of going to the doctor. Codi makes it less unenjoyable.

I have been a patient of Codi Jones since I moved here 5 years ago. I am constantly impressed with her knowledge and caring. The practice is spotless clean and the staff welcoming. I highly recommend this practice to anyone looking for a new provider.\nYou will not be disappointed.

Total professional that explains things where you can understand them and is sincere in doing so.  Cares about her patients and it shows

Codi is extremely smart and very good in her job. She’s always willing to listen and takes her time. I never fell rushed when I see her. She’s a wonderful asset to this Practice.

I saw Codi Jones for the first time. Being a retired nurse myself, I was very impressed with the care I received. She listened to all my concerns, answered all my questions and thoroughly explained all of her findings and her suggestions.

Very attentive to what I was saying.

Kind, caring, listened, took time to actually look at my file.   Her manner was professional.   Will definitely refer her

Cody is very nice and personable, and at the same time very knowledgeable and professional. She’s great and always remembers who I am and little things we’ve talked about in past appointments. 

She is straight forward and down to earth.  She explains everything in terms you can understand and is a hometown girl that is planning on staying here. I would recommend her to anyone looking for a health professional professional

Codi Jones took the time to actually listen to me and make health recommendations based on our discussion and my input.   She is very knowledgeable, warm, kind, open and approachable.

Excellent provider,  Knowledgeable and listens.', ""I went for my annual visit.  I saw Codi Jones and she was very sweet and pleasant.  She checked me and ask if I had any questions.  She is extremely professional and easy to talk to.  Can't wait to see her again."", 'Codi was great.  She always is thorough, thoughtful and caring.  I would be glad to recommend her.

Super efficient and great care. Codi Jones always takes a special detailed interest in my care.

I found Codi Jones to be very friendly, interested in helping me with my problem and knowledgeable.  She took her time and did not rush.  She explained my treatment options and was very thorough.  I would highly recommend her.

Codi has by far been one of the best clinicians I have had the pleasure of seeing. Codi since day one has made my health a priority and has ensured that I can feel the best I can. She has advocated for me and continues to give me a standard of care that exceeds all my expectations.  She is kind and extremely knowledgeable. I’m so grateful for her and all that she has done and continues to do to help care for me. 10/10. Codi provides the gold standard of care and I’m so thankful to be her patient.', ""Codi listens to all of my concerns, answers questions, clearly explains everything, and I feel like she is not only my GP, but a friend. She's professional, efficient, and I never have to wait long to be seen by her. I highly recommend her, and she also has a wonderful bunch of people working with her."", 'Follow up as my Med needed “tweeking”.\nMs Cody is attentive knowledgeable and compassionate about her patients!!']"
,
"Julie Knoche, PA-C","['Julie is a very personable and friendly doctor.  The visit was informative and relaxing, and I got quite a bit of information out of the visit and a optional treatment to try that, for the time being, appears to work.  I would recommend her.

After speaking with Julie about the problems I’ve been having a last three or four years she came up with what I thought is a very good solution for me, I’ve been basically stopped up for 365 days a year and she gave me a diagnosis on what she thought the Dr. Monroe (I think that’s his name) was  and her would call it, I’ve been fight this for a long time but hopefully on the road to wellness!

I have been seeing Julie for treatments for chronic Hives ""CIU"" and with her help and the staffs help I am able to get the much need shots I need to help  control them. \nShe also treated me for head congestion and got it cleared up after one appoint. \nJulie is easy to talk to and communicates treatment plans in a manner easy to understand. Very caring!!

I love she takes time to speak to me about all my issues.  I’ve never felt rushed through an appointment.  Great professional care.

Just an annual visit to refill my meds.  No problems in & out quickly.

I really appreciated that I was listened to and taken seriously. I was able to get in fast and start on a treatment plan and already feel so much better.

Julie is very knowledgeable and friendly.

Julie is professional and caring. She listens and plans treatment accordingly. Definitely recommend her.

Julie is very friendly and helpful. I always feel listened to and she is always willing to try different things to fix any problems. Highly recommend her

I feel like Julie is very focused on helping me solve my medical issue.

I have been seeing Julie for many years.  She always listens, offers a good treatment plan and encourages me to contact her if things are not going well.  I love her upbeat attitude and have learned to trust her completely!  I would recommend her to anyone.

College park Allergists are awesome, I would highly recommend them to everyone. They quickly got me back to the exam room & it was no time at all they were there checking me out & listening to what happened. There very caring & efficient . Highly Recommend 

Julie is very kind and takes the time needed to understand your health issues and concerns. She is very detail oriented and very prompt in responding to any query or question one may have about the prescribed medication. 

Julie was very kind and had a great deal of knowledge.  I was having some health issues and she helped me solve them.  Thanks for your help, Julie!

We always receive the best, most understanding care from Julie. She takes the time to listen to us and makes us feel comfortable and cared for. My entire family has been treated by Julie over the years and we all love her and her approach to medicine. I highly recommend Julie!!!

Routine check up, breathing test, review meds. 

Julie shows great compassion for me and my issues. She is very personable and down to earth, explaining things in terms I can understand. Julie always takes the time to answer all of my questions. 

Julie is very down to earth and takes all the time you need for your appointment.    She is very knowledgeable and concern for her patients.

I have been seeing Dr. Knoche for several years now. She has such a heart for her patients and you notice it the second she walks in the door. Always listens even if your rambling, most important to you and not numbers. I have always felt at peace in her office and never a burden. Would highly, highly recommend Dr. Knoche to anyone, and have. 

First class service all the way! This medical practice is fantastic! They really take time to get to know the patient and take the necessary time to address your questions and concerns. They don’t rush you out the door like many Drs seem to do. You will receive “old fashion medical care” that is almost non-existent today.']"
,
"Karen Beigel, APRN","[""Ms. Beigel was attentive, thorough, friendly and offered suggestions to improve my health.  She listened well, made eye contact, answered questions and was very professional.  I didn't wait long for my appointment and felt Ms. Beigel took her time with me to make sure I had answers to my questions.  She recommended further blood tests to rule out underlying conditions that may be lurking below the surface.  I was very pleased with my appointment with her and will be happy to see her again in the future should the need arise."", 'I have seen Karen Beigel for all my visits since Dr Brodsky retired and she has been very good. My physicals were done just as well as a doctor could have done them and she is very through.  She is a professional and if there is something a doctor needs to see she will recommend set it up. Thanks Karen

Karen is wonderful! She takes the time to listen so she can access what should be done.

Karen Beigel is fantastic.  Really takes the time to answer all my questions and listen to my concerns.

I received friendly, professional care from the entire staff during my visit to G’ville Family Physicians recently and feel thankful and confident that I am getting excellent service and treatment with this medical group.

Very friendly.  Karen is very attentive.', ""I actually request to see Karen at all my visits. She's very pleasant and respects her patient as to caring about their  concerns and health issues. Indeed, a wonderful health professional that cares about her patients wellbeing. Thanks for everything Karen!"", 'Karen Beigel was attentive, caring, knowledgeable, and made  my visit an enjoyable time! She and Christine took their time to listen to me and made me feel I was their “only” patient.  I definitely would suggest to anyone to come to them for great service.

Very efficient and caring provider.  Great office to work with.

Love Dr. Beigel, she always goes the extra mile to make sure you have the best care. I feel like she goes above and beyond her job duties. Thank you for taking such good care of me and my health.

I love Karen Beigel. I feel so comfortable with her. She always find a solution to my problems.  I would highly recommend her to anyone. My visit there is always good from time I check in till time I leave. Staff and everyone very friendly.

Karen is very good.  She takes the time to explain everything and even show you food items (wrappers) that she has in her drawer as alternatives.

Karen is a gem!  A patient can tell within minutes that she has a special caring, thoughtful demeanor.  She listens to the patient and collects information for the visit with clear, confirming dialog.  Treatment plans are explained without rushing the patient. If there were six stars she is the one!

Outstanding is the norm here. Try to stay on schedule but still treat each patient with respect. Acutely aware of your chart and evaluations  before your visit. Excellent care you can trust.

Came for wellness check.

My visit was pleasant considering my illness. I would recommend this practice, and Karen Beigel to anyone needing their services.

Karen Biegel and her team (Nurse assistant) are the best full care health care team that really care and follow up on their patients. Karen has followed up with me re: lab results, urgent matters, referrals to other health care workers. She spends time to talk to me--to really know my health care concerns--and to address them efficiently. As a health care professional myself- I am physical therapist and I teach physical therapy professionals--I trust her with all of my health care needs and helping me be a all around healthy person.', ""Karen Beigel has been my ARNP for several years. She is patient, attentive, and knowledgeable. I trust her with my medical care explicitly. Many providers at Gainesville Family Physicians Group often don't stay long, but Karen seems to be a mainstay which is great for her loyal patients. If you are looking for a provider who doesn't rush you during your appointment and is honest with medical recommendations while also being realistic, she is the provider for you!"", 'Monthly weigh in check up and review course of action for weight loss clinic. The nurse and Karen are very personable and understanding of my weight loss needs.

I’ve been going to Karen for several years. Karen is a kind, caring, compassionate and thorough medical care provider. A little more than a year ago during a physical, Karen found a suspicious lymph node and ordered more test. These test led to the discovery that I had cancer. A year later I’m cancer free. I believe Karen’s thoroughness saves my life.']"
,
"Dr. Steven Dusseau, DO","[""Highly capable, thorough, caring and empathetic. Best doctor I've ever seen!"", 'In addition to being a thorough clinical professional Dr. Dusseau is very caring, humble and friendly. I most admire his respect for patient’s decisions and keeping them highly motivated. Thank you Dr. Dusseau!

Very helpful

Always a good visit with Dr Dusseau. He listens and cares about my health. His staff is fabulous. He is just so nice thorough, and caring for all his patients , that it is sometimes a little difficult to get an immediate appt. however, his office works very hard to see you  as quickly as possible. I would highly recommend him or any other physician in  Nortwest Family Physicians.', ""Dr. Dusseau is wonderful! Regardless of the reason for a visit, I always feel he is truly listening to me--taking his time to understand everything, as well as explaining all findings/diagnoses. Reaching out personally with any test/labs results, explaining everything in detail, fast with referrals and getting us in to see someone else and follows up promptly. Our entire family are patients of Dusseau [My husband, our 4 year old son, 3 year old daughter, and myself] and we couldn't ask for a better physician. The entire staff at Northwest Family Physicians is incredible. Polite, welcoming and they all make you feel like more than just a patient and take the time to get to know you."", 'Dr Dusseau is an excellent physician. He is well informed and he is always respectful of his patients. He never appears hurried and listens to any concerns. The staff at COPC are all warm and friendly.\nI would highly recommend him.

Dr. Steve is compassionate and very relatable. I feel like he really listens and has your absolute best interests at heart. Highly recommend him as a physician

Dr. Dusseau is caring and thorough, we have the utmost confidence in him as our family doctor.

Dr Steve Dusseau is personable and professional. The staff addresses you as soon as you arrive, usually with very little wait time. From the receptionists, assistants, to physician, it is a positive experience. He is swift to communicate lab results. Scheduling an urgent matter is usually same day.', ""Dr. Dusseau is the perfect physician. He knew exactly what my condition was and he was very comforting. He even gave me a hug afterwards.  His father was my mom's doctor. His family is very compassionate.  You cannot go wrong with choosing him for your doctor. He listens and he cares!"", 'I highly recommend Dr. Dusseau! He actually listens to me and treats accordingly. He is a great doctor and really funny so it’s a fun appointment

Excellent care and accessibility, with great backup help from his assistant Val.

He is both personable and professional, and I literally trust him with my life.

Great! Dr. Dusseau made me feel very comfortable, listened to my concerns and provided a valid diagnosis.

The Dr. took the time to discuss in detail my situation and to explain all my options.  The Dr. even took the time later to call my boss (wife) and explain my situation to her.

friendly, thorough, efficient, organized

Dr. Was not our usual physician but he saw me as an emergency. Very kind, good communication ', ""Dr Dusseau's father was my provider when I was a child and now he takes care of my whole family. I will never see anyone else. He's amazing and wonderful to talk with. "", 'I recently moved to Columbus and it is so hard finding a new doctor when moving to a new city. Dr. Dusseau is awesome! He spends the time to explain everything and listens to your problems. Highly recommend. 

Dr. Steve Dusseau is UNBELIEVABE.  His kindness and compassion in following up with me with phone calls  is unlike any I have ever received from a medical professional.  I would recommend him to anyone who asks. Kudos to him.']"
,
"Dr. Anthony Katz, MD","[""Only been a patient for about 20 years nothing but the highest quality of service always. Professional and yet, personal too. The BEST Doctor I've ever known and I am 75 years old and a traveler with about 69 years in this valley.  He is the best in this corner of the universe !  Thank YOU,  DR. Katz"", 'Dr Katz is an exceptional and caring physician. You never feel rushed, yet he is always on time. I have some life-long complicated and difficult medical conditions yet Dr Katz never seems put out by the time he spends with you.\n\nThe staff too are always friendly, caring, and helpful. \n\nIn all, Dr Katz really is the best of the best.

Can’t say enough positive things about Dr. Katz.  He literally saved my life when he gave me a physical and I told him about some chest pain I was experiencing. He had me scheduled with a cardiologist that same day and two days later I had a stent inserted because I had 95% blockage in my heart.  His quick actions prevented me from experiencing a heart attack.   In addition, on routine visits his professionalism, kind demeanor, and caring attitude are tremendously appreciated. ', ""Because of insurance changes, I've had many PCPs over the years. Dr. Katz is the most caring physician in the city. He takes as much time with you as you need. He makes you feel as if you're his only patient. Other doctors act so hurried, they aren't fully present, and they don't listen. Not so with Dr. Katz. ""]"
,
"Dr. Daniel Muldoon, MD","['Excellent

Dr. Muldoon is a true professional, he cares for each patient and is very personable. he is truly a great doctor and I was with him for many years. Dr. Muldoon is caring, kind, and goes out of his way to explain to you what is happening, truly a family oriented man. One of the best in Fredericksburg area.', ""I am a former patient and I wish I could come back to see him and staff. However I am told not taking any new patients at this time. I don't know what to do. He is by far the best MD ever "", 'Dr. Dan Muldoon is literally the definition of what a family physician should be. Compassionate, thorough, humorous and reassuring. But of all the things I can say about him, the most important thing is that I trust him completely, which I find hard to do with most people.  He is without a doubt, the best primary care doctor in the area.

The doctor is excellent and assertive about my problems and concerns in my health. I recommend it.', ""I have been trying to get an appt for years now and every time I call, I'm told he's not seeing any new patients but the website is saying he is accepting new patients.  Dr Muldoon had been my Dr since 1997 until he left the practice to start his own and now I can't even get an appt.  It's absolutely crazy. "", 'BEST Doctor EVER!', ""Dr Muldoon listens very well ,has a great concern for what's best based on patients needs.. He remains a great value to Fredericksburg  without question...."", 'The most considerate,pleasant doctor that I know. \nI have never looked forward to going to a doctor,but,with Dr. MULDOON, he makes the office visits very professional and humorous.\nTakes joking very well and is easy to get to know.\nIf you are searching for a family physician---look to Dr.Muldoon. \nYou will not be disappointed.\n', ""Dr. Muldoon has been my pcp for more than 10 years. I have a lot of anxieties and he is GREAT at helping me get treatment through them. He had taken a few years off before opening this practice and they were the worst years of my life in terms of seeing a doctor when I got sick. He's so great I drive from Manassas to see him when I get sick because I don't want to find another doctor. "", ""Dr. Muldoon has been my PCP for several years.  I met him at a facility before he opened up his own practice.  I was delighted to hear that he had opened up his own place as I was concerned that I wouldn't be able to find another PCP with so much compassion and caring that he has. I have transferred the remainder of my family members to him and we are all very pleased! \r\nI will admit that waiting for him can be long sometimes but he definitely takes him time with you when it is your turn.""]"
,
